name,company,place,salary,post_time
Python开发工程师,上海宏路数据技术股份有限公司,上海-虹口区,0.7-1.4万/月,10-29
Python开发工程师,梅花网,上海,0.8-1.5万/月,10-29
Python研发工程师,上海衣脉信息科技有限公司,上海-宝山区,2-4万/月,10-29
数据处理（懂python）,文思海辉技术有限公司Pactera Tec...,北京,1-1.5万/月,10-29
Python开发工程师,文思海辉金融,上海,1-1.5万/月,10-29
[美国上市]Python技术支持老师,达内时代科技集团有限公司,深圳-龙岗区,0.8-1万/月,10-29
PHP PYTHON 开发工程师,广州市广农数链信息科技有限公司,广州-天河区,13-18万/年,10-29
python后台开发,深圳市埃提思科技开发有限公司,深圳-南山区,1-1.5万/月,10-29
Python高级程序员,上海铱芯信息科技有限公司,上海-浦东新区,20-30万/年,10-29
Python开发工程师,上海纷尔享网络科技有限公司,上海-闵行区,1-1.5万/月,10-29
东软-Python开发实习生,东软软件（沈阳）,沈阳-浑南区,6-8千/月,10-29
python/数据开发,上海朋数信息科技有限公司,上海-虹口区,1-1.5万/月,10-29
Python开发工程师,奔讯电子科技（北京）有限公司,北京-朝阳区,0.8-1.5万/月,10-29
Python工程师 （区块链方向）,深圳飞豹航天航空科技有限公司,深圳,1-1.5万/月,10-29
python区块链工程师,北京布路诺超链科技有限公司,北京-海淀区,1-3万/月,10-29
Python 后端开发工程师,上海玩胜网络科技有限公司广州分公司,广州-天河区,1-1.8万/月,10-29
Python高级开发工程师,浙江国自机器人技术有限公司,杭州-滨江区,1.3-1.9万/月,10-29
Python开发工程师,浙江场景区块链科技有限公司,杭州-江干区,2-4万/月,10-29
Python开发工程师,易虎网科技南京有限公司,南京-江宁区,1-1.5万/月,10-29
Python开发工程师,上海迈通投资有限公司,上海-徐汇区,7-9千/月,10-29
Python开发工程师,湖南国科亿存信息科技有限公司,长沙,6-9千/月,10-29
Python开发工程师,深圳墨子谷科技有限公司,深圳-南山区,0.8-1.6万/月,10-29
Python讲师,武汉尚云客网络技术有限公司,武汉-洪山区,0.8-1万/月,10-29
Python讲师,成都易腾创想智能科技有限公司,成都-温江区,0.8-1.6万/月,10-29
Python量化交易开发工程师,成都嘉齐网络科技有限公司,成都-高新区,1-1.3万/月,10-29
软件工程师 Python（AI）开发实习生,北京中软国际教育科技有限公司长春...,长春-高新技术...,4.5-6千/月,10-29
软件工程师（C#/.NET/ VB6/ Python）,武汉博宇光电系统有限责任公司,武汉,0.6-1.5万/月,10-29
中高级Python开发工程师,深圳友德医科技有限公司,深圳-南山区,1.5-3万/月,10-29
Python高级开发工程师,南京云思创智信息科技有限公司,南京-玄武区,1.5-2万/月,10-29
erlang/python服务器开发工程师,孤岛（上海）软件有限公司,上海-徐汇区,1.5-3.5万/月,10-29
python,湖南潭州教育网络科技有限公司,长沙-岳麓区,3-6千/月,10-29
Python 工程师,上海睿畜电子科技有限公司,上海-嘉定区,0.8-1万/月,10-29
Python开发工程师,重庆盖茨知识产权代理有限公司,重庆-渝北区,0.6-1.2万/月,10-29
Python开发工程师,微点（杭州）网络科技有限公司,杭州-滨江区,1.5-2.5万/月,10-29
Python工程师,上海法辰电子科技有限公司,杭州-滨江区,0.8-1万/月,10-29
Python开发工程师,深圳趣凡网络科技有限公司,深圳-南山区,1-2万/月,10-29
Python开发工程师,重庆市一亩田电子商务有限公司,重庆,1-1.5万/月,10-29
Python开发工程师,南京瀚晟同创信息科技有限公司,南京-雨花台区,0.7-1.5万/月,10-29
Python数据工程师,上海趣致网络科技股份有限公司,上海-徐汇区,1.2-2.5万/月,10-29
Python开发工程师,珠海博达创意科技有限公司,珠海-珠海高新区,1-1.5万/月,10-29
云平台 python 高级开发工程师,广东紫晶信息存储技术股份有限公司,广州-番禺区,1.5-2万/月,10-29
高级Python工程师(AI 方向),聚时科技（上海）有限公司,上海-闵行区,30-50万/年,10-29
Python高级开发工程师,桥联投资（深圳）有限公司,深圳-南山区,1-1.5万/月,10-29
IT培训讲师（Python）,北京中公教育科技股份有限公司,武汉-洪山区,0.8-1.5万/月,10-29
python开发（高端网络技术）,沈阳扬航科技有限公司,沈阳,4-6千/月,10-29
python讲师,北京千锋互联科技有限公司,广州-天河区,2-3万/月,10-29
量化风控经理/风控建模经理/R/Python,墨智科技（深圳）有限公司,上海-静安区,1.5-2万/月,10-29
高级Python开发工程师,奇虎360科技有限公司,北京,,10-29
初级Python工程师助理(提供住宿),大连东软睿创科技发展有限公司,大连-高新园区,4.5-6千/月,10-29
Python开发工程师,苏州蜗牛数字科技股份有限公司,上海-徐汇区,1-1.5万/月,10-29
Python工程师,郑州信盈达电子有限公司,郑州,6-8千/月,10-29
Python中级工程师,浙江康铭泰克信息科技股份有限公司,杭州-西湖区,1-1.5万/月,10-29
Python Web全栈开发工程师,广东杉木药业有限公司,广州,0.8-1.5万/月,10-29
python/odoo 工程师（双休）,广州爱德医疗科技有限公司,广州,0.6-1万/月,10-29
Python高级开发工程师,上海阿特门计算机技术有限公司,上海-浦东新区,1-1.5万/月,10-29
Python工程师(HPI项目),上海微创软件股份有限公司,上海,1-1.5万/月,10-29
JAVA/PYTHON程序员,广东三竺新能源有限公司,佛山,0.6-1万/月,10-29
Python高级开发工程师,维视科技（西安）有限公司,西安-雁塔区,1.2-1.8万/月,10-29
Python开发工程师,广东盛迪嘉集团有限公司,深圳-南山区,2-2.5万/月,10-29
"数据开发分析-nodejs, Python",I.T（香港高级品牌服饰连销集团）,上海-黄浦区,0.8-1.2万/月,10-29
python全栈开发,北京中科基因技术有限公司,北京-海淀区,0.7-1.2万/月,10-29
Python开发工程师,重庆绿创建筑技术咨询有限公司,重庆-渝北区,6-8千/月,10-29
Python开发工程师,上海每联每信息技术有限公司大连分...,上海,1-1.5万/月,10-29
Python讲师,徐州智编信息科技有限公司,徐州,0.6-1.2万/月,10-29
高级python开发工程师,北京快友世纪科技股份有限公司,北京,1-1.5万/月,10-29
python运维工程师,上海润和信息技术服务有限公司,南京,1-1.5万/月,10-29
python开发工程师,杭州谦谦企业管理咨询有限公司,杭州,12-25万/年,10-29
Python高级开发工程师,杭州麦歌算法科技有限公司,杭州-滨江区,2-2.5万/月,10-29
Web后端工程师(Python),重庆市中迪医疗信息科技股份有限公司,重庆-巴南区,0.6-1万/月,10-29
Python开发工程师,浙江诺诺网络科技有限公司,杭州,1.4-2万/月,10-29
开发工程师（spark/python),精诚瑞宝计算机系统有限公司,佛山-南海区,1.5-2.5万/月,10-29
大数据高级工程师（Java、Python、Scala）,北京先进数通信息技术股份公司,兰州,1.5-2万/月,10-29
Python开发工程师,上海优刻得信息科技有限公司,上海,2-2.5万/月,10-29
python后台开发工程师,广州游爱网络技术有限公司,广州,6-8千/月,10-29
技术支持工程师（Python软件运维）,北京普瑞亿科科技有限公司,北京-海淀区,6-8千/月,10-29
Python开发工程师,链极智能科技（上海）有限公司,上海-黄浦区,1.5-3万/月,10-29
Python教学研发经理,北京八维研修学院,北京-海淀区,2-2.5万/月,10-29
Python工程师,武汉康圣达医学检验所有限公司,武汉-洪山区,4.5-6千/月,10-29
Python自动化测试,深圳市广和通无线股份有限公司,西安-高新技术...,1-1.5万/月,10-29
Python开发工程师,武汉朱雀闻天科技有限公司,武汉,15-20万/年,10-29
Python工程师,厦门万基生物科技有限公司,厦门,1-1.5万/月,10-29
Python开发工程师,长沙北斗产业安全技术研究院有限公司,长沙-岳麓区,6-8千/月,10-29
Python开发工程师,杭州汉高信息科技有限公司,杭州,1-1.8万/月,10-29
Python开发工程师,深圳天禾区块链科技有限公司,深圳-南山区,1-1.5万/月,10-29
Python开发工程师,深圳英菲项目管理有限公司,深圳-南山区,1.2-2.4万/月,10-29
Python开发助理/实习生   双休,西安卓睿信息技术有限公司,西安,4.5-6千/月,10-29
Python研发工程师,成都新大瀚人力资源管理有限公司,成都,0.7-1.5万/月,10-29
python爬虫工程师,杭州锐致商务咨询有限公司,北京-朝阳区,1.5-2万/月,10-29
python开发工程师,安徽洪英股权投资有限公司,合肥,4.5-6千/月,10-29
Python开发工程师,合肥智圣新创信息技术有限公司,合肥-高新区,0.7-1.2万/月,10-29
python编程老师,上海傲梦网络科技有限公司,异地招聘,0.8-1万/月,10-29
Python储备工程师,无锡乐骐科技有限公司,无锡,5-7千/月,10-29
Python开发工程师(面向2018届毕业生),江森自控（中国）投资有限公司,北京,0.8-1万/月,10-29
（2019届英才）Python开发工程师(011753),上海神州数码信息技术服务有限公司,上海-长宁区,6-8千/月,10-29
Python工程师,杭州奕真医学检验所有限公司,杭州-江干区,1-2万/月,10-29
Python 讲师,上海腾科网络技术有限公司,上海,1-1.5万/月,10-29
Python高级开发工程师,广州影子科技有限公司,广州-天河区,2-4万/月,10-29
Python语言技术助理（双休+餐补）,西安禾沐广告文化传播有限公司,佛山,4.5-6千/月,10-29
Python开发工程师,广州豹锋网络技术有限公司,广州-天河区,2-2.5万/月,10-29
高级后端开发工程师（PYTHON）,深圳市金翰信息科技有限公司,深圳-宝安区,3-4万/月,10-29
Python/ROR开发工程师（外包富士通南大）,南京青花瓷软件科技有限公司,南京,0.7-1.2万/月,10-29
Python开发工程师,北京蓝汛通信技术有限责任公司,北京-朝阳区,1.5-2万/月,10-29
Python开发工程师,年享人力资源管理（上海）有限公司,上海-黄浦区,1-1.5万/月,10-29
高薪聘python后台开发工程师,深圳市度点科技有限公司,深圳-宝安区,0.8-2万/月,10-29
Perl/Python开发工程师,天津恩梯梯数据有限公司,天津,6-8千/月,10-29
Python开发工程师,恩梯梯数据（中国）信息技术有限公司,无锡-无锡新区,0.5-1.5万/月,10-29
Python高级开发工程师,青岛思途共享科技信息服务有限公司,青岛-城阳区,0.8-1.3万/月,10-29
数据分析/python爬虫数据采集,成都传不科技有限公司,成都-武侯区,0.7-1万/月,10-29
Python开发工程师,常州美拓信息技术有限公司,常州,0.7-1.5万/月,10-29
python讲师 IT行业,上海容大教育培训有限公司,上海-普陀区,2-3万/月,10-29
python / 量化交易,上海币胜网络科技有限公司,上海-浦东新区,1.2-2.4万/月,10-29
服务端开发工程师（python方向）,安骑科技,上海-徐汇区,1-1.8万/月,10-29
python高级开发工程师,深圳绿米联创科技有限公司,深圳-南山区,1-2万/月,10-29
Python讲师,沈阳尚观云科技有限公司,沈阳-和平区,1-1.5万/月,10-29
Python开发工程师/互联网工程师,深圳市卓达电子有限公司,深圳,1-1.6万/月,10-29
Python开发工程师,武汉诸相网络科技有限公司,武汉,0.8-1.5万/月,10-29
Python开发工程师,深圳鑫科国际商业保理有限公司,深圳-南山区,0.7-1万/月,10-29
Python开发工程师,久游网,上海-虹口区,,10-29
Python开发工程师,华大天元（北京）科技股份有限公司,武汉-洪山区,0.8-1万/月,10-29
Python开发工程师,北京宏天信业信息技术股份有限公司...,上海-浦东新区,1-2万/月,10-29
软件实习生(Python/Java),深圳市维度统计咨询股份有限公司,深圳-罗湖区,4-6千/月,10-29
Python工程师,上海浦东软件园汇智软件发展有限公司,上海,1.5-2万/月,10-29
python后端程序员,武汉乐谷在线科技有限公司,武汉-洪山区,0.6-2万/月,10-29
高级软件工程师/Python开发工程,埃提斯生物技术（上海）有限公司,上海-闵行区,2-2.5万/月,10-29
自动化测试工程师（Python）,深圳市科力锐科技有限公司,重庆-渝中区,6-8千/月,10-29
Python讲师,武汉软帝信息科技有限责任公司,武汉-洪山区,0.8-1.2万/月,10-29
python,深圳犀牛之星信息股份有限公司,深圳-南山区,1-1.5万/月,10-29
Python开发工程师,北京中宇华兴科技有限公司,异地招聘,1-1.5万/月,10-29
Python开发工程师,畅想互娱（北京）科技有限公司,上海-闵行区,1.2-1.7万/月,10-29
Python开发工程师,上海润迅商凯电话商务有限公司,上海-浦东新区,1.9-2.4万/月,10-29
高级Python开发工程师,上海天旦网络科技发展有限公司,上海-浦东新区,1.2-2.6万/月,10-29
Python高级开发工程师,迈智微电子（上海）有限公司（美资...,上海,2-2.5万/月,10-29
Python后端应用开发工程师/助理(Linux环境),皕得智能科技（武汉）有限公司,武汉-洪山区,0.4-1万/月,10-29
Python开发工程师,北京雪迪龙科技股份有限公司,北京,1-2万/月,10-29
银行SAS/R/PYTHON数据分析挖掘建模岗,深圳市长亮科技股份有限公司,深圳,0.8-1.8万/月,10-29
Python/Go开发工程师（自动化运维方向）,中国太平洋保险（集团）股份有限公司,上海-徐汇区,12-35万/年,10-29
Python助理培训讲师,北京中公教育科技股份有限公司,上海-杨浦区,6-8千/月,10-29
Python 开发工程师,珠海轼域网络科技有限公司,珠海-香洲区,0.8-2万/月,10-29
Python开发工程师-采集方向,北京国信达数据技术有限公司,哈尔滨-松北区,0.8-1万/月,10-29
python工程师,国和瑞斯（北京）科技有限公司,北京-海淀区,1-1.5万/月,10-29
网络爬虫工程师（python）,上海泛微网络科技股份有限公司,上海-闵行区,1.5-2万/月,10-29
Python研发工程师,深圳市比量科技传媒有限公司,珠海,0.6-1.2万/月,10-29
